<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURPLN,D,19981124,000000,4.015,4.015,4.015,4.015,0,0
EURPLN,D,19981125,000000,3.9998,3.9998,3.9998,3.9998,0,0
EURPLN,D,19981126,000000,4.0012,4.0012,4.0012,4.0012,0,0
EURPLN,D,19981127,000000,3.9787,3.9787,3.9787,3.9787,0,0
EURPLN,D,19981130,000000,4.0365,4.0365,4.0365,4.0365,0,0
EURPLN,D,19981201,000000,4.0648,4.0648,4.0648,4.0648,0,0
EURPLN,D,19981202,000000,4.0815,4.0815,4.0815,4.0815,0,0
EURPLN,D,19981203,000000,4.0706,4.0706,4.0706,4.0706,0,0
EURPLN,D,19981204,000000,4.0475,4.0475,4.0475,4.0475,0,0
EURPLN,D,19981207,000000,4.0724,4.0724,4.0724,4.0724,0,0
EURPLN,D,19981208,000000,4.1288,4.1288,4.1288,4.1288,0,0
EURPLN,D,19981209,000000,4.1459,4.1459,4.1459,4.1459,0,0
EURPLN,D,19981210,000000,4.1345,4.1345,4.1345,4.1345,0,0
EURPLN,D,19981211,000000,4.1311,4.1311,4.1311,4.1311,0,0
EURPLN,D,19981214,000000,4.1188,4.1188,4.1188,4.1188,0,0
EURPLN,D,19981215,000000,4.1203,4.1203,4.1203,4.1203,0,0
EURPLN,D,19981216,000000,4.1199,4.1199,4.1199,4.1199,0,0
EURPLN,D,19981217,000000,4.1304,4.1304,4.1304,4.1304,0,0
EURPLN,D,19981218,000000,4.1295,4.1295,4.1295,4.1295,0,0
EURPLN,D,19981221,000000,4.0872,4.0872,4.0872,4.0872,0,0
EURPLN,D,19981222,000000,4.0702,4.0702,4.0702,4.0702,0,0
EURPLN,D,19981223,000000,4.058,4.058,4.058,4.058,0,0
EURPLN,D,19981224,000000,4.053,4.053,4.053,4.053,0,0
EURPLN,D,19981229,000000,4.0893,4.0893,4.0893,4.0893,0,0
EURPLN,D,19981230,000000,4.0833,4.0833,4.0833,4.0833,0,0
EURPLN,D,19981231,000000,4.0877,4.0877,4.0877,4.0877,0,0
EURPLN,D,19990104,000000,4.11,4.1516,4.0516,4.0629,0,0
EURPLN,D,19990105,000000,4.0633,4.0877,4.012,4.0163,0,0
EURPLN,D,19990106,000000,4.0095,4.022,3.9989,4.004,0,0
EURPLN,D,19990107,000000,3.9771,4.0435,3.9771,4.043,0,0
EURPLN,D,19990108,000000,4.0303,4.0395,4.005,4.005,0,0
EURPLN,D,19990111,000000,4.0282,4.0603,4.001,4.0603,0,0
EURPLN,D,19990112,000000,4.042,4.0705,4.0174,4.0665,0,0
EURPLN,D,19990113,000000,4.0325,4.2125,4.0325,4.1825,0,0
EURPLN,D,19990114,000000,4.156,4.167,4.11,4.1571,0,0
EURPLN,D,19990115,000000,4.1618,4.2,4.115,4.1175,0,0
EURPLN,D,19990118,000000,4.0985,4.0985,4.0466,4.0583,0,0
EURPLN,D,19990119,000000,4.062,4.1145,4.059,4.0785,0,0
EURPLN,D,19990120,000000,4.0782,4.0865,4.049,4.0785,0,0
EURPLN,D,19990121,000000,4.084,4.1457,4.084,4.1225,0,0
EURPLN,D,19990122,000000,4.1225,4.1718,4.1225,4.167,0,0
EURPLN,D,19990125,000000,4.17,4.1862,4.147,4.1555,0,0
EURPLN,D,19990126,000000,4.1555,4.183,4.122,4.1565,0,0
EURPLN,D,19990127,000000,4.168,4.168,4.1131,4.1455,0,0
EURPLN,D,19990128,000000,4.1455,4.167,4.1289,4.145,0,0
EURPLN,D,19990129,000000,4.131,4.1725,4.13,4.1675,0,0
EURPLN,D,19990201,000000,4.1675,4.2494,4.1675,4.2015,0,0
EURPLN,D,19990202,000000,4.2015,4.2577,4.201,4.2243,0,0
EURPLN,D,19990203,000000,4.2274,4.2278,4.1924,4.199,0,0
EURPLN,D,19990204,000000,4.195,4.1969,4.0791,4.1769,0,0
EURPLN,D,19990205,000000,4.1781,4.2285,4.1576,4.1733,0,0
EURPLN,D,19990208,000000,4.164,4.2431,4.1573,4.2405,0,0
EURPLN,D,19990209,000000,4.2408,4.3073,4.2148,4.2296,0,0
EURPLN,D,19990210,000000,4.2326,4.267,4.2137,4.2309,0,0
EURPLN,D,19990211,000000,4.2297,4.261,4.215,4.2405,0,0
EURPLN,D,19990212,000000,4.2119,4.2525,4.2041,4.24,0,0
EURPLN,D,19990215,000000,4.2425,4.2735,4.1965,4.272,0,0
EURPLN,D,19990216,000000,4.272,4.302,4.2467,4.2747,0,0
EURPLN,D,19990217,000000,4.275,4.297,4.2454,4.288,0,0
EURPLN,D,19990218,000000,4.2904,4.308,4.253,4.2555,0,0
EURPLN,D,19990219,000000,4.2555,4.286,4.2294,4.248,0,0
EURPLN,D,19990222,000000,4.248,4.274,4.2308,4.2642,0,0
EURPLN,D,19990223,000000,4.2615,4.278,4.225,4.258,0,0
EURPLN,D,19990224,000000,4.2453,4.298,4.226,4.268,0,0
EURPLN,D,19990225,000000,4.2822,4.3104,4.28,4.2975,0,0
EURPLN,D,19990226,000000,4.2825,4.3524,4.2742,4.3435,0,0
EURPLN,D,19990301,000000,4.3234,4.3309,4.2655,4.2675,0,0
EURPLN,D,19990302,000000,4.2706,4.3406,4.2625,4.3396,0,0
EURPLN,D,19990303,000000,4.3427,4.3655,4.314,4.3365,0,0
EURPLN,D,19990304,000000,4.3255,4.3285,4.2788,4.2844,0,0
EURPLN,D,19990305,000000,4.2841,4.2939,4.2404,4.2519,0,0
EURPLN,D,19990308,000000,4.2486,4.2718,4.2282,4.243,0,0
EURPLN,D,19990309,000000,4.2444,4.2812,4.2393,4.2675,0,0
EURPLN,D,19990310,000000,4.2675,4.3222,4.2675,4.303,0,0
EURPLN,D,19990311,000000,4.303,4.3073,4.267,4.2755,0,0
EURPLN,D,19990312,000000,4.2755,4.3128,4.2755,4.2779,0,0
EURPLN,D,19990315,000000,4.2805,4.3155,4.2668,4.299,0,0
EURPLN,D,19990316,000000,4.299,4.3223,4.2717,4.2942,0,0
EURPLN,D,19990317,000000,4.2978,4.32,4.295,4.3025,0,0
EURPLN,D,19990318,000000,4.3025,4.34,4.2919,4.2945,0,0
EURPLN,D,19990319,000000,4.2945,4.2945,4.2436,4.2514,0,0
EURPLN,D,19990322,000000,4.236,4.3032,4.236,4.288,0,0
EURPLN,D,19990323,000000,4.2905,4.3201,4.278,4.3125,0,0
EURPLN,D,19990324,000000,4.3148,4.3536,4.2865,4.2885,0,0
EURPLN,D,19990325,000000,4.285,4.325,4.2713,4.2741,0,0
EURPLN,D,19990326,000000,4.2758,4.291,4.2526,4.274,0,0
EURPLN,D,19990329,000000,4.2578,4.2944,4.2578,4.2769,0,0
EURPLN,D,19990330,000000,4.2749,4.2797,4.25,4.257,0,0
EURPLN,D,19990331,000000,4.2558,4.3265,4.2426,4.314,0,0
EURPLN,D,19990401,000000,4.2954,4.352,4.2929,4.3465,0,0
EURPLN,D,19990402,000000,4.3488,4.3687,4.305,4.3275,0,0
EURPLN,D,19990406,000000,4.3226,4.3297,4.297,4.3055,0,0
EURPLN,D,19990407,000000,4.3078,4.3213,4.2862,4.289,0,0
EURPLN,D,19990408,000000,4.2804,4.3014,4.2669,4.291,0,0
EURPLN,D,19990409,000000,4.291,4.3035,4.2509,4.282,0,0
EURPLN,D,19990412,000000,4.296,4.309,4.2885,4.2905,0,0
EURPLN,D,19990413,000000,4.2905,4.3035,4.273,4.2915,0,0
EURPLN,D,19990414,000000,4.285,4.297,4.2814,4.2915,0,0
EURPLN,D,19990415,000000,4.2915,4.297,4.2721,4.2755,0,0
EURPLN,D,19990416,000000,4.2755,4.289,4.2574,4.264,0,0
EURPLN,D,19990419,000000,4.264,4.2885,4.2469,4.249,0,0
EURPLN,D,19990420,000000,4.264,4.2747,4.257,4.2615,0,0
EURPLN,D,19990421,000000,4.255,4.271,4.2434,4.2459,0,0
EURPLN,D,19990422,000000,4.2479,4.285,4.2479,4.2685,0,0
EURPLN,D,19990423,000000,4.2734,4.2809,4.2314,4.2314,0,0
EURPLN,D,19990426,000000,4.2293,4.2515,4.2288,4.2345,0,0
EURPLN,D,19990427,000000,4.2409,4.2505,4.2316,4.2455,0,0
EURPLN,D,19990428,000000,4.2455,4.2595,4.2385,4.2445,0,0
EURPLN,D,19990429,000000,4.2445,4.2445,4.1995,4.2075,0,0
EURPLN,D,19990430,000000,4.213,4.2155,4.1728,4.182,0,0
EURPLN,D,19990503,000000,4.1648,4.1778,4.1609,4.161,0,0
EURPLN,D,19990504,000000,4.1633,4.1845,4.1495,4.1695,0,0
EURPLN,D,19990505,000000,4.1719,4.1836,4.1587,4.178,0,0
EURPLN,D,19990506,000000,4.194,4.2102,4.1802,4.1995,0,0
EURPLN,D,19990507,000000,4.201,4.2182,4.19,4.1985,0,0
EURPLN,D,19990510,000000,4.1955,4.198,4.1746,4.1867,0,0
EURPLN,D,19990511,000000,4.181,4.192,4.1701,4.176,0,0
EURPLN,D,19990512,000000,4.1729,4.1875,4.1617,4.1785,0,0
EURPLN,D,19990513,000000,4.1667,4.2055,4.166,4.1906,0,0
EURPLN,D,19990514,000000,4.1906,4.2182,4.1757,4.218,0,0
EURPLN,D,19990517,000000,4.192,4.1962,4.1773,4.1825,0,0
EURPLN,D,19990518,000000,4.186,4.1935,4.169,4.174,0,0
EURPLN,D,19990519,000000,4.174,4.174,4.1544,4.1715,0,0
EURPLN,D,19990520,000000,4.1715,4.1855,4.166,4.176,0,0
EURPLN,D,19990521,000000,4.176,4.1785,4.154,4.1554,0,0
EURPLN,D,19990524,000000,4.1516,4.167,4.1516,4.167,0,0
EURPLN,D,19990525,000000,4.1596,4.196,4.1596,4.176,0,0
EURPLN,D,19990526,000000,4.1765,4.204,4.1529,4.162,0,0
EURPLN,D,19990527,000000,4.162,4.1794,4.1378,4.168,0,0
EURPLN,D,19990528,000000,4.168,4.19,4.159,4.1635,0,0
EURPLN,D,19990531,000000,4.1615,4.1644,4.1387,4.145,0,0
EURPLN,D,19990601,000000,4.1455,4.161,4.1302,4.152,0,0
EURPLN,D,19990602,000000,4.152,4.1579,4.1252,4.13,0,0
EURPLN,D,19990603,000000,4.1425,4.144,4.125,4.125,0,0
EURPLN,D,19990604,000000,4.125,4.146,4.1195,4.128,0,0
EURPLN,D,19990607,000000,4.128,4.128,4.1088,4.1105,0,0
EURPLN,D,19990608,000000,4.103,4.1405,4.103,4.1405,0,0
EURPLN,D,19990609,000000,4.133,4.1482,4.114,4.115,0,0
EURPLN,D,19990610,000000,4.1075,4.134,4.1003,4.113,0,0
EURPLN,D,19990611,000000,4.1055,4.129,4.1055,4.1205,0,0
EURPLN,D,19990614,000000,4.1205,4.1379,4.1025,4.1062,0,0
EURPLN,D,19990615,000000,4.1,4.1087,4.0801,4.0835,0,0
EURPLN,D,19990616,000000,4.0835,4.0905,4.051,4.0535,0,0
EURPLN,D,19990617,000000,4.0535,4.061,4.034,4.043,0,0
EURPLN,D,19990618,000000,4.0355,4.0701,4.0302,4.057,0,0
EURPLN,D,19990621,000000,4.049,4.0701,4.0215,4.0325,0,0
EURPLN,D,19990622,000000,4.025,4.0489,4.025,4.032,0,0
EURPLN,D,19990623,000000,4.0422,4.0475,4.025,4.0384,0,0
EURPLN,D,19990624,000000,4.0385,4.077,4.029,4.077,0,0
EURPLN,D,19990625,000000,4.077,4.1027,4.077,4.0855,0,0
EURPLN,D,19990628,000000,4.08,4.0899,4.0701,4.0725,0,0
EURPLN,D,19990629,000000,4.0578,4.0725,4.0536,4.058,0,0
EURPLN,D,19990630,000000,4.0605,4.0628,4.0444,4.0505,0,0
EURPLN,D,19990701,000000,4.0528,4.0565,3.9978,4.0115,0,0
EURPLN,D,19990702,000000,4.0115,4.0178,3.9991,4.0095,0,0
EURPLN,D,19990705,000000,4.0106,4.0134,4.0045,4.0056,0,0
EURPLN,D,19990706,000000,4.0043,4.008,3.9942,4.008,0,0
EURPLN,D,19990707,000000,4.0085,4.0128,3.983,3.9865,0,0
EURPLN,D,19990708,000000,3.9865,3.9865,3.9643,3.9785,0,0
EURPLN,D,19990709,000000,3.9785,3.9935,3.962,3.989,0,0
EURPLN,D,19990712,000000,3.9901,3.9901,3.9638,3.967,0,0
EURPLN,D,19990713,000000,3.9681,4.0117,3.9635,4.005,0,0
EURPLN,D,19990714,000000,4.0061,4.0061,3.9734,3.99,0,0
EURPLN,D,19990715,000000,3.9911,4.0006,3.9597,3.9805,0,0
EURPLN,D,19990716,000000,3.9806,3.9945,3.9628,3.982,0,0
EURPLN,D,19990719,000000,3.9821,3.9821,3.946,3.956,0,0
EURPLN,D,19990720,000000,3.9571,4.0025,3.9571,3.996,0,0
EURPLN,D,19990721,000000,3.996,4.036,3.996,4.028,0,0
EURPLN,D,19990722,000000,4.034,4.06,4.0217,4.055,0,0
EURPLN,D,19990723,000000,4.0586,4.0586,4.018,4.018,0,0
EURPLN,D,19990726,000000,4.0315,4.0785,4.025,4.0665,0,0
EURPLN,D,19990727,000000,4.0666,4.0694,4.0505,4.055,0,0
EURPLN,D,19990728,000000,4.054,4.0823,4.054,4.0706,0,0
EURPLN,D,19990729,000000,4.082,4.1165,4.082,4.1105,0,0
EURPLN,D,19990730,000000,4.1106,4.1375,4.1025,4.119,0,0
EURPLN,D,19990802,000000,4.1071,4.172,4.106,4.172,0,0
EURPLN,D,19990803,000000,4.1726,4.228,4.1715,4.205,0,0
EURPLN,D,19990804,000000,4.2086,4.2425,4.1993,4.2265,0,0
EURPLN,D,19990805,000000,4.2255,4.2868,4.225,4.2675,0,0
EURPLN,D,19990806,000000,4.2505,4.263,4.2233,4.2561,0,0
EURPLN,D,19990809,000000,4.255,4.26,4.2235,4.241,0,0
EURPLN,D,19990810,000000,4.24,4.242,4.223,4.2345,0,0
EURPLN,D,19990811,000000,4.2335,4.2335,4.174,4.175,0,0
EURPLN,D,19990812,000000,4.1751,4.178,4.1645,4.1775,0,0
EURPLN,D,19990813,000000,4.1776,4.1945,4.1615,4.1615,0,0
EURPLN,D,19990816,000000,4.1525,4.18,4.1525,4.168,0,0
EURPLN,D,19990817,000000,4.1645,4.183,4.1535,4.1535,0,0
EURPLN,D,19990818,000000,4.1525,4.1743,4.1518,4.1518,0,0
EURPLN,D,19990819,000000,4.1543,4.201,4.146,4.198,0,0
EURPLN,D,19990820,000000,4.197,4.2348,4.197,4.219,0,0
EURPLN,D,19990823,000000,4.205,4.227,4.1745,4.1745,0,0
EURPLN,D,19990824,000000,4.17,4.192,4.1506,4.176,0,0
EURPLN,D,19990825,000000,4.175,4.1875,4.1432,4.1475,0,0
EURPLN,D,19990826,000000,4.1465,4.1701,4.1391,4.157,0,0
EURPLN,D,19990827,000000,4.156,4.1666,4.153,4.164,0,0
EURPLN,D,19990830,000000,4.1641,4.18,4.1571,4.1715,0,0
EURPLN,D,19990831,000000,4.1716,4.2145,4.1705,4.208,0,0
EURPLN,D,19990901,000000,4.2081,4.2216,4.1989,4.2075,0,0
EURPLN,D,19990902,000000,4.2076,4.3272,4.2041,4.3115,0,0
EURPLN,D,19990903,000000,4.312,4.326,4.25,4.25,0,0
EURPLN,D,19990906,000000,4.2528,4.3109,4.2518,4.2943,0,0
EURPLN,D,19990907,000000,4.2914,4.357,4.2829,4.346,0,0
EURPLN,D,19990908,000000,4.345,4.377,4.328,4.3315,0,0
EURPLN,D,19990909,000000,4.3305,4.349,4.261,4.261,0,0
EURPLN,D,19990910,000000,4.2611,4.2611,4.1985,4.2015,0,0
EURPLN,D,19990913,000000,4.2026,4.251,4.1812,4.251,0,0
EURPLN,D,19990914,000000,4.2511,4.3157,4.2341,4.2955,0,0
EURPLN,D,19990915,000000,4.2945,4.3145,4.265,4.3135,0,0
EURPLN,D,19990916,000000,4.335,4.343,4.2935,4.307,0,0
EURPLN,D,19990917,000000,4.2875,4.29,4.2565,4.2655,0,0
EURPLN,D,19990920,000000,4.2876,4.2876,4.25,4.258,0,0
EURPLN,D,19990921,000000,4.2591,4.2895,4.245,4.2745,0,0
EURPLN,D,19990922,000000,4.2735,4.311,4.2735,4.284,0,0
EURPLN,D,19990923,000000,4.2841,4.2841,4.236,4.264,0,0
EURPLN,D,19990924,000000,4.284,4.2945,4.2711,4.274,0,0
EURPLN,D,19990927,000000,4.2673,4.278,4.2419,4.2419,0,0
EURPLN,D,19990928,000000,4.245,4.3236,4.2449,4.3135,0,0
EURPLN,D,19990929,000000,4.3136,4.3575,4.3124,4.3575,0,0
EURPLN,D,19990930,000000,4.348,4.396,4.3396,4.3585,0,0
EURPLN,D,19991001,000000,4.3575,4.3953,4.352,4.391,0,0
EURPLN,D,19991004,000000,4.39,4.4043,4.3705,4.3745,0,0
EURPLN,D,19991005,000000,4.3749,4.3749,4.3434,4.349,0,0
EURPLN,D,19991006,000000,4.347,4.3831,4.347,4.3614,0,0
EURPLN,D,19991007,000000,4.3585,4.3863,4.3581,4.3745,0,0
EURPLN,D,19991008,000000,4.3768,4.3768,4.332,4.344,0,0
EURPLN,D,19991011,000000,4.3454,4.3497,4.3346,4.34,0,0
EURPLN,D,19991012,000000,4.3411,4.3695,4.339,4.369,0,0
EURPLN,D,19991013,000000,4.383,4.3896,4.3659,4.375,0,0
EURPLN,D,19991014,000000,4.375,4.3965,4.375,4.3965,0,0
EURPLN,D,19991015,000000,4.396,4.4415,4.396,4.4305,0,0
EURPLN,D,19991018,000000,4.432,4.4646,4.4285,4.442,0,0
EURPLN,D,19991019,000000,4.443,4.4591,4.4355,4.4515,0,0
EURPLN,D,19991020,000000,4.445,4.447,4.4208,4.4305,0,0
EURPLN,D,19991021,000000,4.43,4.4596,4.4235,4.4495,0,0
EURPLN,D,19991022,000000,4.4495,4.453,4.4002,4.4036,0,0
EURPLN,D,19991025,000000,4.4091,4.4102,4.3803,4.4045,0,0
EURPLN,D,19991026,000000,4.4014,4.4104,4.3825,4.3995,0,0
EURPLN,D,19991027,000000,4.3985,4.4485,4.3955,4.435,0,0
EURPLN,D,19991028,000000,4.434,4.4545,4.421,4.4385,0,0
EURPLN,D,19991029,000000,4.4396,4.4439,4.4035,4.422,0,0
EURPLN,D,19991102,000000,4.4258,4.4639,4.4248,4.4441,0,0
EURPLN,D,19991103,000000,4.4441,4.501,4.4275,4.484,0,0
EURPLN,D,19991104,000000,4.4863,4.5416,4.4863,4.495,0,0
EURPLN,D,19991105,000000,4.4986,4.549,4.442,4.4429,0,0
EURPLN,D,19991108,000000,4.442,4.4625,4.3303,4.3995,0,0
EURPLN,D,19991109,000000,4.4028,4.435,4.4011,4.416,0,0
EURPLN,D,19991110,000000,4.4171,4.495,4.4171,4.4855,0,0
EURPLN,D,19991111,000000,4.4866,4.4871,4.4855,4.4871,0,0
EURPLN,D,19991112,000000,4.48,4.51,4.41,4.42,0,0
EURPLN,D,19991115,000000,4.4175,4.457,4.4015,4.41,0,0
EURPLN,D,19991116,000000,4.41,4.412,4.3644,4.37,0,0
EURPLN,D,19991117,000000,4.3711,4.4236,4.359,4.36,0,0
EURPLN,D,19991118,000000,4.3611,4.388,4.3397,4.3415,0,0
EURPLN,D,19991119,000000,4.3446,4.3675,4.3225,4.345,0,0
EURPLN,D,19991122,000000,4.3341,4.343,4.3259,4.3365,0,0
EURPLN,D,19991123,000000,4.3365,4.3365,4.2985,4.3032,0,0
EURPLN,D,19991124,000000,4.3035,4.3046,4.268,4.288,0,0
EURPLN,D,19991125,000000,4.296,4.303,4.2755,4.3,0,0
EURPLN,D,19991126,000000,4.3021,4.3047,4.2733,4.3005,0,0
EURPLN,D,19991129,000000,4.3071,4.358,4.306,4.3522,0,0
EURPLN,D,19991130,000000,4.3542,4.3542,4.2612,4.2885,0,0
EURPLN,D,19991201,000000,4.2899,4.295,4.2689,4.2856,0,0
EURPLN,D,19991202,000000,4.2873,4.3057,4.2443,4.245,0,0
EURPLN,D,19991203,000000,4.2425,4.2659,4.2269,4.2305,0,0
EURPLN,D,19991206,000000,4.2211,4.288,4.22,4.2815,0,0
EURPLN,D,19991207,000000,4.2826,4.305,4.265,4.277,0,0
EURPLN,D,19991208,000000,4.29,4.29,4.2496,4.25,0,0
EURPLN,D,19991209,000000,4.2534,4.268,4.2185,4.2231,0,0
EURPLN,D,19991210,000000,4.2242,4.23,4.179,4.19,0,0
EURPLN,D,19991213,000000,4.19,4.217,4.19,4.2115,0,0
EURPLN,D,19991214,000000,4.2126,4.242,4.21,4.223,0,0
EURPLN,D,19991215,000000,4.2126,4.2513,4.21,4.2105,0,0
EURPLN,D,19991216,000000,4.2138,4.2488,4.2127,4.235,0,0
EURPLN,D,19991217,000000,4.2361,4.265,4.2092,4.2105,0,0
EURPLN,D,19991220,000000,4.2138,4.2218,4.1725,4.1814,0,0
EURPLN,D,19991221,000000,4.18,4.2016,4.1563,4.1695,0,0
EURPLN,D,19991222,000000,4.1729,4.1765,4.1421,4.1725,0,0
EURPLN,D,19991223,000000,4.1773,4.1859,4.1539,4.1715,0,0
EURPLN,D,19991224,000000,4.1754,4.1754,4.1604,4.163,0,0
EURPLN,D,19991227,000000,4.1616,4.176,4.1616,4.169,0,0
EURPLN,D,19991228,000000,4.1703,4.179,4.15,4.1515,0,0
EURPLN,D,19991229,000000,4.164,4.1798,4.15,4.1535,0,0
EURPLN,D,19991230,000000,4.1548,4.1689,4.14,4.16,0,0
EURPLN,D,19991231,000000,4.165,4.175,4.16,4.16,0,0
EURPLN,D,20000103,000000,4.175,4.195,4.1469,4.185,0,0
EURPLN,D,20000104,000000,4.185,4.2575,4.185,4.245,0,0
EURPLN,D,20000105,000000,4.275,4.302,4.2476,4.262,0,0
EURPLN,D,20000106,000000,4.262,4.269,4.2065,4.2065,0,0
EURPLN,D,20000107,000000,4.202,4.218,4.1792,4.1895,0,0
EURPLN,D,20000110,000000,4.1921,4.1921,4.1489,4.172,0,0
EURPLN,D,20000111,000000,4.1731,4.2035,4.1562,4.1905,0,0
EURPLN,D,20000112,000000,4.1909,4.2168,4.1705,4.1765,0,0
EURPLN,D,20000113,000000,4.18,4.1895,4.1612,4.173,0,0
EURPLN,D,20000114,000000,4.1736,4.1755,4.145,4.1455,0,0
EURPLN,D,20000117,000000,4.1455,4.1455,4.11,4.1105,0,0
EURPLN,D,20000118,000000,4.1122,4.135,4.0896,4.135,0,0
EURPLN,D,20000119,000000,4.1361,4.154,4.12,4.1205,0,0
EURPLN,D,20000120,000000,4.1205,4.1339,4.1074,4.109,0,0
EURPLN,D,20000121,000000,4.14,4.1426,4.1035,4.105,0,0
EURPLN,D,20000124,000000,4.105,4.123,4.0876,4.1005,0,0
EURPLN,D,20000125,000000,4.1021,4.1479,4.101,4.147,0,0
EURPLN,D,20000126,000000,4.1481,4.154,4.1175,4.129,0,0
EURPLN,D,20000127,000000,4.129,4.1394,4.1019,4.1045,0,0
EURPLN,D,20000128,000000,4.1063,4.1157,4.0905,4.0905,0,0
EURPLN,D,20000131,000000,4.086,4.133,4.086,4.1165,0,0
EURPLN,D,20000201,000000,4.1176,4.135,4.0815,4.1255,0,0
EURPLN,D,20000202,000000,4.1267,4.144,4.1079,4.125,0,0
EURPLN,D,20000203,000000,4.125,4.1305,4.077,4.1305,0,0
EURPLN,D,20000204,000000,4.1316,4.142,4.075,4.0823,0,0
EURPLN,D,20000207,000000,4.0853,4.098,4.08,4.089,0,0
EURPLN,D,20000208,000000,4.089,4.1126,4.0672,4.079,0,0
EURPLN,D,20000209,000000,4.0801,4.11,4.079,4.1035,0,0
EURPLN,D,20000210,000000,4.1035,4.1335,4.0828,4.09,0,0
EURPLN,D,20000211,000000,4.0796,4.0885,4.0646,4.0839,0,0
EURPLN,D,20000214,000000,4.0877,4.102,4.0653,4.069,0,0
EURPLN,D,20000215,000000,4.069,4.08,4.0558,4.075,0,0
EURPLN,D,20000216,000000,4.075,4.075,4.0482,4.0615,0,0
EURPLN,D,20000217,000000,4.0615,4.0835,4.0496,4.0496,0,0
EURPLN,D,20000218,000000,4.0526,4.0725,4.0114,4.0495,0,0
EURPLN,D,20000221,000000,4.055,4.071,4.033,4.048,0,0
EURPLN,D,20000222,000000,4.068,4.1051,4.055,4.1051,0,0
EURPLN,D,20000223,000000,4.1034,4.125,4.0856,4.0915,0,0
EURPLN,D,20000224,000000,4.0915,4.0915,4.0459,4.07,0,0
EURPLN,D,20000225,000000,4.07,4.082,4.0441,4.0475,0,0
EURPLN,D,20000228,000000,4.0461,4.0548,4.02,4.038,0,0
EURPLN,D,20000229,000000,4.0386,4.0565,4.014,4.015,0,0
EURPLN,D,20000301,000000,4.0175,4.0375,3.987,3.99,0,0
EURPLN,D,20000302,000000,3.9931,4.013,3.9794,3.984,0,0
EURPLN,D,20000303,000000,3.9851,3.9985,3.9501,3.9669,0,0
EURPLN,D,20000306,000000,3.9668,3.9668,3.9396,3.958,0,0
EURPLN,D,20000307,000000,3.958,3.973,3.9494,3.955,0,0
EURPLN,D,20000308,000000,3.9712,3.9777,3.945,3.9777,0,0
EURPLN,D,20000309,000000,3.968,3.9772,3.95,3.9555,0,0
EURPLN,D,20000310,000000,3.9443,3.9592,3.9318,3.9554,0,0
EURPLN,D,20000313,000000,3.9485,3.9875,3.9485,3.962,0,0
EURPLN,D,20000314,000000,3.962,3.9622,3.937,3.939,0,0
EURPLN,D,20000315,000000,3.939,3.9625,3.9335,3.9625,0,0
EURPLN,D,20000316,000000,3.9636,3.9662,3.9284,3.9545,0,0
EURPLN,D,20000317,000000,3.9511,3.9568,3.925,3.946,0,0
EURPLN,D,20000320,000000,3.9547,3.968,3.922,3.9335,0,0
EURPLN,D,20000321,000000,3.9367,3.942,3.9098,3.9127,0,0
EURPLN,D,20000322,000000,3.8956,3.9185,3.8794,3.889,0,0
EURPLN,D,20000323,000000,3.8926,3.9284,3.892,3.9155,0,0
EURPLN,D,20000324,000000,3.9166,3.9343,3.9047,3.9232,0,0
EURPLN,D,20000327,000000,3.9264,3.941,3.903,3.903,0,0
EURPLN,D,20000328,000000,3.9043,3.9195,3.8955,3.911,0,0
EURPLN,D,20000329,000000,3.9,3.9228,3.8821,3.893,0,0
EURPLN,D,20000330,000000,3.901,3.9642,3.8953,3.9575,0,0
EURPLN,D,20000331,000000,3.9586,3.9729,3.9344,3.9388,0,0
EURPLN,D,20000403,000000,3.9359,3.9851,3.918,3.9755,0,0
EURPLN,D,20000404,000000,3.9766,4.0207,3.97,4.0175,0,0
EURPLN,D,20000405,000000,4.01,4.0905,4.01,4.05,0,0
EURPLN,D,20000406,000000,4.0511,4.0629,3.9847,3.989,0,0
EURPLN,D,20000407,000000,3.9901,4.0136,3.9677,3.971,0,0
EURPLN,D,20000410,000000,3.958,3.9812,3.951,3.9773,0,0
EURPLN,D,20000411,000000,3.9887,4.0021,3.9785,3.9956,0,0
EURPLN,D,20000412,000000,3.988,3.99,3.9617,3.964,0,0
EURPLN,D,20000413,000000,3.9651,4.018,3.9634,3.9755,0,0
EURPLN,D,20000414,000000,3.9811,4.073,3.9811,4.0565,0,0
EURPLN,D,20000417,000000,4.0916,4.156,4.0293,4.0579,0,0
EURPLN,D,20000418,000000,4.0254,4.097,4.0254,4.0405,0,0
EURPLN,D,20000419,000000,4.0416,4.062,4.023,4.025,0,0
EURPLN,D,20000420,000000,4.0323,4.0665,4.0195,4.023,0,0
EURPLN,D,20000421,000000,4.0241,4.0353,4.0147,4.0225,0,0
EURPLN,D,20000425,000000,4.026,4.0402,3.9721,3.9856,0,0
EURPLN,D,20000426,000000,3.9922,4,3.9383,3.9695,0,0
EURPLN,D,20000427,000000,3.9606,4.0061,3.955,3.9735,0,0
EURPLN,D,20000428,000000,3.9746,4.0935,3.9746,4.0648,0,0
EURPLN,D,20000502,000000,4.0867,4.0934,4.0542,4.07,0,0
EURPLN,D,20000503,000000,4.0759,4.0764,3.9735,4.0095,0,0
