<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,20101105,000000,2.40654,2.40654,2.34093,2.38788,265329.86871481553,0
CDR,D,20101108,000000,2.52832,2.57517,2.48148,2.52832,1190700.2532344987,0
CDR,D,20101109,000000,2.54709,2.54709,2.45339,2.4908,321752.5950362583,0
CDR,D,20101110,000000,2.51899,2.52832,2.45339,2.4908,262044.18545505876,0
CDR,D,20101112,000000,2.47214,2.54709,2.44406,2.52832,544277.9629019586,0
CDR,D,20101115,000000,2.55641,2.55641,2.4908,2.52832,188570.9317497089,0
CDR,D,20101116,000000,2.52832,2.61268,2.4908,2.53775,449687.5505950314,0
CDR,D,20101117,000000,2.52832,2.57517,2.4908,2.57517,251315.56924556757,0
CDR,D,20101118,000000,2.5845,2.80921,2.57517,2.80921,1730730.3479741826,0
CDR,D,20101119,000000,2.91234,2.95899,2.64068,2.75313,2218106.0193810854,0
CDR,D,20101122,000000,2.84673,2.90291,2.76247,2.82808,620623.5167237439,0
CDR,D,20101123,000000,2.82808,2.82808,2.68753,2.72495,473292.135352041,0
CDR,D,20101124,000000,2.71571,2.76247,2.66877,2.76247,354153.28071704763,0
CDR,D,20101125,000000,2.77179,2.79056,2.70619,2.73438,135629.38022377648,0
CDR,D,20101126,000000,2.70619,2.73438,2.65011,2.72495,316302.25029207324,0
CDR,D,20101129,000000,2.73438,2.7437,2.64068,2.65011,169310.9427377754,0
CDR,D,20101130,000000,2.65011,2.65011,2.52832,2.56574,337031.4803774056,0
CDR,D,20101201,000000,2.56574,2.65011,2.52832,2.63135,288450.8155578595,0
CDR,D,20101202,000000,2.66877,2.7437,2.66877,2.71571,323446.8550127792,0
CDR,D,20101203,000000,2.72495,2.72495,2.65954,2.66877,91220.21968536403,0
CDR,D,20101206,000000,2.67819,2.70619,2.5845,2.64068,168833.41393430356,0
CDR,D,20101207,000000,2.62192,2.63135,2.54709,2.61268,312751.8389109892,0
CDR,D,20101208,000000,2.60326,2.60326,2.55641,2.5845,118583.94376528265,0
CDR,D,20101209,000000,2.55641,2.60326,2.55641,2.5845,110565.73624419466,0
CDR,D,20101210,000000,2.59393,2.61268,2.52832,2.61268,194091.53126454828,0
CDR,D,20101213,000000,2.62192,2.63135,2.56574,2.60326,149472.62459923627,0
CDR,D,20101214,000000,2.62192,2.68753,2.56574,2.63135,286925.5743049554,0
CDR,D,20101215,000000,2.60326,2.64068,2.56574,2.62192,139134.99146125224,0
CDR,D,20101216,000000,2.64068,2.64068,2.5845,2.5845,61567.61554100968,0
CDR,D,20101217,000000,2.61268,2.66877,2.56574,2.62192,362329.30692585534,0
CDR,D,20101220,000000,2.62192,2.78112,2.62192,2.75313,516897.94786072266,0
CDR,D,20101221,000000,2.78112,2.94976,2.78112,2.94976,2244603.267956133,0
CDR,D,20101222,000000,2.92157,3.03402,2.86549,2.92157,956932.0856929024,0
CDR,D,20101223,000000,2.91234,2.91234,2.85606,2.89358,175871.1092213818,0
CDR,D,20101227,000000,2.89358,2.9966,2.84673,2.92157,431461.0194413711,0
CDR,D,20101228,000000,2.88415,2.94976,2.86549,2.88415,408470.40028881945,0
CDR,D,20101229,000000,2.88415,2.90291,2.85606,2.89358,163182.48672896184,0
CDR,D,20101230,000000,2.90291,2.94976,2.87482,2.90291,190632.75654085213,0
CDR,D,20101231,000000,2.88415,2.90291,2.86549,2.90291,74051.58283194635,0
CDR,D,20110103,000000,2.91234,2.94976,2.84673,2.88415,198538.96370291937,0
CDR,D,20110104,000000,2.88415,3.09953,2.85606,3.02459,1248332.5834334767,0
CDR,D,20110105,000000,3.06211,3.08078,2.94033,3.06211,705677.6075522534,0
CDR,D,20110107,000000,3.08078,3.08078,3.01537,3.02459,283733.56407274783,0
CDR,D,20110110,000000,3.01537,3.04336,2.89358,2.90291,520178.5401950662,0
CDR,D,20110111,000000,2.90291,2.931,2.88415,2.89358,156399.3377123844,0
CDR,D,20110112,000000,2.90291,2.931,2.86549,2.931,142414.56561051516,0
CDR,D,20110113,000000,2.94033,3.00584,2.931,2.97795,186571.21624857493,0
CDR,D,20110114,000000,2.98718,3.27749,2.94976,3.23065,1824445.1211105662,0
CDR,D,20110117,000000,3.31501,3.84871,3.23065,3.60524,4559958.180893386,0
CDR,D,20110118,000000,3.66141,3.82052,3.51164,3.60524,2192347.9731755042,0
CDR,D,20110119,000000,3.60524,3.69883,3.53963,3.54906,564395.263752974,0
CDR,D,20110120,000000,3.50221,3.95174,3.41794,3.83928,1644037.9973486876,0
CDR,D,20110121,000000,3.93298,4.25139,3.89546,4.03591,2983788.328373396,0
CDR,D,20110124,000000,4.12027,4.5698,4.10151,4.5698,3535448.13312013,0
CDR,D,20110125,000000,4.68215,4.73823,4.27948,4.52285,4160409.1182933953,0
CDR,D,20110126,000000,4.55104,4.68215,4.42935,4.59789,2545338.486528917,0
CDR,D,20110127,000000,4.63531,5.24403,4.56037,4.77565,4849837.510121307,0
CDR,D,20110128,000000,4.83193,5.05664,4.65397,4.86002,4130922.478317458,0
CDR,D,20110131,000000,4.73823,4.80384,4.42935,4.63531,1964195.0963613975,0
CDR,D,20110201,000000,4.60721,4.65397,4.33556,4.50419,2253893.188644705,0
CDR,D,20110202,000000,4.52285,4.97238,4.52285,4.96304,3605095.0472872015,0
CDR,D,20110203,000000,5.04741,5.23461,4.68215,4.72901,3090674.3437311044,0
CDR,D,20110204,000000,4.63531,4.79451,4.58846,4.68215,770303.8510797215,0
CDR,D,20110207,000000,4.71958,4.89754,4.69149,4.74776,517291.9854874717,0
CDR,D,20110208,000000,4.81317,5.18776,4.757,5.15024,3133295.571265444,0
CDR,D,20110209,000000,5.24403,5.74964,5.22518,5.66537,5067911.372808396,0
CDR,D,20110210,000000,5.7683,6.07748,5.24403,5.47808,5140144.477083801,0
CDR,D,20110211,000000,5.61852,5.87133,5.53426,5.7683,2117050.1318031615,0
CDR,D,20110214,000000,5.91818,5.99302,5.67471,5.92761,1655519.0523338446,0
CDR,D,20110215,000000,5.99302,6.32085,5.77773,6.23659,2754482.8660463598,0
CDR,D,20110216,000000,6.33018,6.78905,6.25524,6.78905,2725243.645045329,0
CDR,D,20110217,000000,6.88274,7.49137,6.59242,7.06994,6074568.563353067,0
CDR,D,20110218,000000,7.19172,7.4071,7.04194,7.28532,2281247.749058895,0
CDR,D,20110221,000000,7.39777,7.63191,7.12611,7.22924,2903996.218048912,0
CDR,D,20110222,000000,7.02308,7.05127,5.61852,5.61852,8651672.388071463,0
CDR,D,20110223,000000,5.3563,6.41455,4.92552,6.03996,10517351.96863459,0
CDR,D,20110224,000000,6.17098,6.41455,5.99302,6.26477,4562767.3535347115,0
CDR,D,20110225,000000,6.32085,6.35827,5.99302,6.08672,1756824.3952567754,0
CDR,D,20110228,000000,6.00254,6.00254,5.52492,5.54359,2845781.4859830667,0
CDR,D,20110301,000000,5.31888,6.06795,5.20652,5.79649,3894364.483650988,0
CDR,D,20110302,000000,5.73088,6.04929,5.66537,5.67471,2341808.3795538233,0
CDR,D,20110303,000000,5.72155,5.89009,5.61852,5.72155,855399.6874965975,0
CDR,D,20110304,000000,5.73088,5.84324,5.67471,5.7683,803089.410721524,0
CDR,D,20110307,000000,5.78716,6.08672,5.63729,5.94636,2039150.8275462247,0
CDR,D,20110308,000000,6.02121,6.52681,5.94636,6.38636,4056809.804380564,0
CDR,D,20110309,000000,6.4614,6.92015,6.41455,6.92015,6510425.087793556,0
CDR,D,20110310,000000,6.88274,7.01385,6.73286,6.8077,2507722.656857841,0
CDR,D,20110311,000000,6.66735,6.8077,6.47063,6.57365,1685881.331480335,0
CDR,D,20110314,000000,6.54557,6.99509,6.52681,6.87331,1725382.8399233026,0
CDR,D,20110315,000000,6.74229,6.83589,6.27401,6.57365,2793605.609638788,0
CDR,D,20110316,000000,6.74229,6.88274,6.62051,6.65793,1544944.1524238538,0
CDR,D,20110317,000000,6.73286,6.8077,6.67668,6.74229,740530.0829106126,0
CDR,D,20110318,000000,6.78905,6.79847,6.48939,6.62051,848029.0456876889,0
CDR,D,20110321,000000,6.74229,6.88274,6.69544,6.79847,732640.1667098557,0
CDR,D,20110322,000000,6.79847,6.84522,6.7142,6.81723,399388.189356999,0
CDR,D,20110323,000000,6.79847,7.2479,6.73286,7.21038,2983525.6366222296,0
CDR,D,20110324,000000,7.29484,7.48204,7.12611,7.2479,2306999.686153972,0
CDR,D,20110325,000000,7.32274,7.39777,7.12611,7.38835,1110761.5242582227,0
CDR,D,20110328,000000,7.45394,7.77226,7.44462,7.70676,2651816.2096687183,0
CDR,D,20110329,000000,7.82854,7.91281,7.63191,7.86595,1609640.650721996,0
CDR,D,20110330,000000,7.94079,7.94079,7.72541,7.78169,1049230.563380131,0
CDR,D,20110331,000000,7.76293,7.78169,7.5008,7.67876,1212757.1966667902,0
CDR,D,20110401,000000,7.72541,7.81921,7.67876,7.77226,416114.9338848114,0
CDR,D,20110404,000000,7.80968,7.98765,7.66934,7.83786,1417836.9813367636,0
CDR,D,20110405,000000,7.94079,8.06258,7.86595,7.95023,1335622.6087020992,0
CDR,D,20110406,000000,8.04382,8.05326,7.69742,7.74417,1357740.643239329,0
CDR,D,20110407,000000,7.73484,8.01583,7.59439,7.80035,1686216.3143722967,0
CDR,D,20110408,000000,7.83786,8.01583,7.79102,7.80035,986128.5429204965,0
CDR,D,20110411,000000,7.86595,7.90337,7.67876,7.80035,363537.8926182392,0
CDR,D,20110412,000000,7.86595,7.86595,7.71618,7.78169,499285.3823115404,0
CDR,D,20110413,000000,7.78169,7.97841,7.78169,7.97841,740999.4662334293,0
CDR,D,20110414,000000,8.03459,8.12819,7.80035,7.85663,1275300.2335164214,0
CDR,D,20110415,000000,7.95023,8.47459,7.91281,8.42774,3443326.8196372036,0
CDR,D,20110418,000000,8.61514,9.03628,8.16561,8.64312,5322692.844073184,0
CDR,D,20110419,000000,8.73682,8.93355,8.57752,8.81186,1206732.595536433,0
CDR,D,20110420,000000,8.97097,9.1674,8.84927,9.06475,2228332.6703451495,0
CDR,D,20110421,000000,9.10159,9.11111,8.89603,9.08244,1306019.8956267885,0
CDR,D,20110426,000000,9.13017,9.25234,9.13017,9.18655,954710.4058438782,0
CDR,D,20110427,000000,9.25234,9.25234,9.11111,9.13969,566390.9065137753,0
CDR,D,20110428,000000,9.2056,9.22377,8.84927,8.99905,819438.4085838976,0
CDR,D,20110429,000000,8.98029,8.98962,8.1,8.51211,4419657.3675131565,0
CDR,D,20110502,000000,8.3529,8.50267,7.86595,8.13752,2172363.0363851725,0
CDR,D,20110504,000000,7.95956,8.61514,7.71618,8.47459,3361204.0836598966,0
CDR,D,20110505,000000,8.59647,8.59647,8.31548,8.42774,566631.1981931473,0
CDR,D,20110506,000000,8.3529,8.50267,8.1,8.33424,603453.8616852516,0
CDR,D,20110509,000000,8.33424,8.56828,8.32471,8.34347,727602.1869239013,0
CDR,D,20110510,000000,8.43717,8.45593,8.34347,8.39032,338115.8474897809,0
CDR,D,20110511,000000,8.42774,8.80233,8.40908,8.71807,1592437.395575823,0
CDR,D,20110512,000000,8.80233,8.83975,8.56828,8.66198,953579.2022177333,0
CDR,D,20110513,000000,8.70873,8.87717,8.48402,8.5401,1062339.696311467,0
CDR,D,20110516,000000,8.6994,8.78366,8.07201,8.4466,1150681.5067699046,0
CDR,D,20110517,000000,8.4466,8.4466,7.86595,8.06258,2419784.0476919594,0
CDR,D,20110518,000000,7.74417,8.3529,7.73484,8.34347,2109162.2519725254,0
CDR,D,20110519,000000,8.47459,8.66198,8.42774,8.6057,1395488.8369709882,0
CDR,D,20110520,000000,8.67131,8.70873,8.42774,8.52144,671476.7706464163,0
CDR,D,20110523,000000,8.38099,8.39032,8.09067,8.1,731506.9267135393,0
CDR,D,20110524,000000,8.14695,8.22178,7.79102,8.13752,901806.5271659796,0
CDR,D,20110525,000000,8.08134,8.1,7.78169,7.80035,1001298.4824578649,0
CDR,D,20110526,000000,7.91281,8.04382,7.80968,7.86595,587931.6301094905,0
CDR,D,20110527,000000,7.90337,8.02507,7.81921,8.0064,392302.6393710504,0
CDR,D,20110530,000000,8.24045,8.43717,8.14695,8.16561,988637.3509626522,0
CDR,D,20110531,000000,8.24987,8.36223,7.95956,8.36223,1113592.078786312,0
CDR,D,20110601,000000,8.37166,8.37166,8.16561,8.30606,361473.01327185414,0
CDR,D,20110602,000000,8.03459,8.30606,8.0064,8.24045,539306.1651463361,0
CDR,D,20110603,000000,8.33424,8.33424,7.91281,7.95956,922243.5381327571,0
CDR,D,20110606,000000,7.86595,8.1,7.67876,7.8472,710550.6413549136,0
CDR,D,20110607,000000,7.86595,7.89405,7.77226,7.85663,379452.1254505881,0
CDR,D,20110608,000000,7.80968,7.81921,7.41653,7.68799,896744.1109380597,0
CDR,D,20110609,000000,7.5008,7.6599,7.16363,7.16363,1244341.2979118535,0
CDR,D,20110610,000000,6.92958,7.47261,6.76105,7.39777,2278040.4660504675,0
CDR,D,20110613,000000,7.39777,7.51955,7.16363,7.51955,581356.1908496545,0
CDR,D,20110614,000000,7.47261,7.85663,7.41653,7.67876,1070990.1967685348,0
CDR,D,20110615,000000,7.69742,7.78169,7.43519,7.43519,447975.98147211963,0
CDR,D,20110616,000000,7.30407,7.38835,7.13554,7.29484,490227.6078216753,0
CDR,D,20110617,000000,7.1543,7.25733,7.04194,7.20114,428439.04611786094,0
CDR,D,20110620,000000,7.12611,7.12611,6.85464,6.85464,592009.461363078,0
CDR,D,20110621,000000,6.84522,7.10736,6.69544,6.97634,751731.1369981723,0
CDR,D,20110622,000000,7.0606,7.0606,6.72354,6.87331,317061.8163632834,0
CDR,D,20110624,000000,6.73286,6.81723,6.40513,6.6486,854769.4309308091,0
CDR,D,20110627,000000,6.48006,6.60184,6.09614,6.17098,1286365.868988116,0
CDR,D,20110628,000000,6.01187,6.12423,5.8621,5.9556,1653860.428835146,0
CDR,D,20110629,000000,6.03996,6.92958,5.99302,6.92958,3073441.5612174617,0
CDR,D,20110630,000000,6.97634,7.13554,6.6486,7.02308,1801294.6469001842,0
CDR,D,20110701,000000,7.00443,7.08869,6.85464,6.92958,348614.35387072666,0
CDR,D,20110704,000000,6.93892,6.98566,6.7142,6.7142,294044.7243986051,0
CDR,D,20110705,000000,6.58309,6.67668,6.34894,6.36761,1174106.890952461,0
CDR,D,20110706,000000,6.37704,6.54557,6.08672,6.13356,985526.7955370162,0
CDR,D,20110707,000000,6.09614,6.66735,6.09614,6.62051,1551195.808827605,0
CDR,D,20110708,000000,6.6486,6.72354,6.38636,6.4614,677274.3165035708,0
CDR,D,20110711,000000,6.48939,6.77981,6.48006,6.555,730857.3246311988,0
CDR,D,20110712,000000,6.45197,6.74229,6.24592,6.69544,1348721.5597826287,0
CDR,D,20110713,000000,6.75162,6.99509,6.74229,6.97634,1123875.7481149114,0
CDR,D,20110714,000000,7.01385,7.11688,6.87331,6.88274,832757.2876421161,0
CDR,D,20110715,000000,6.83589,6.86398,6.70477,6.72354,493574.3821863507,0
CDR,D,20110718,000000,6.62051,6.68602,6.36761,6.48006,758607.959042289,0
CDR,D,20110719,000000,6.555,6.72354,6.50805,6.56443,504946.4913676986,0
CDR,D,20110720,000000,6.70477,6.72354,6.50805,6.51748,225168.57633869103,0
CDR,D,20110721,000000,6.60184,6.68602,6.4614,6.60184,445015.0992535281,0
CDR,D,20110722,000000,6.70477,6.81723,6.60184,6.6486,403635.0393342033,0
CDR,D,20110725,000000,6.6486,6.73286,6.56443,6.61117,222554.89523307895,0
CDR,D,20110726,000000,6.68602,6.68602,6.60184,6.60184,138988.37280943958,0
CDR,D,20110727,000000,6.59242,6.59242,6.18973,6.38636,1132424.4300637145,0
CDR,D,20110728,000000,6.32085,6.51748,6.26477,6.48939,329309.5647151848,0
CDR,D,20110729,000000,6.38636,6.4614,6.27401,6.36761,298518.6296491029,0
CDR,D,20110801,000000,6.51748,6.51748,5.88076,5.88076,1959202.9349040918,0
CDR,D,20110802,000000,5.64672,5.75897,5.31888,5.48751,1898016.120583818,0
CDR,D,20110803,000000,5.33763,5.57168,4.80384,4.96304,1831262.888419976,0
CDR,D,20110804,000000,5.12225,5.28146,4.17635,4.35431,3231312.176373396,0
CDR,D,20110805,000000,3.93298,4.86945,3.75511,4.35431,7077126.540757348,0
CDR,D,20110808,000000,4.35431,4.72901,4.1297,4.71034,7241702.92286362,0
CDR,D,20110809,000000,4.8226,4.92552,4.41992,4.90687,4876698.2507707365,0
CDR,D,20110810,000000,5.24403,5.30954,4.58846,4.69149,3588805.104159555,0
CDR,D,20110811,000000,4.92552,5.01922,4.52285,4.95362,3099913.355165544,0
CDR,D,20110812,000000,4.95362,5.15024,4.79451,5.05664,2480910.789092445,0
CDR,D,20110816,000000,5.15024,5.15024,4.85069,5.06607,1255459.8790077814,0
CDR,D,20110817,000000,4.92552,5.05664,4.89754,5.00047,807643.7525935126,0
CDR,D,20110818,000000,4.86002,4.9162,4.12027,4.30757,1941871.3884375372,0
CDR,D,20110819,000000,4.17635,4.57913,4.09219,4.44801,1845214.0604140935,0
CDR,D,20110822,000000,4.49486,4.81317,4.43859,4.72901,1114423.9359982873,0
CDR,D,20110823,000000,4.81317,5.03789,4.59789,4.79451,1676059.9181789272,0
CDR,D,20110824,000000,4.86002,4.94439,4.71958,4.8226,882325.5919912363,0
CDR,D,20110825,000000,4.92552,4.92552,4.74776,4.77565,492192.70503001736,0
CDR,D,20110826,000000,4.56037,4.86002,4.49486,4.85069,1300281.404504361,0
CDR,D,20110829,000000,4.90687,5.03789,4.8226,4.85069,1695231.3250887955,0
CDR,D,20110830,000000,4.9162,4.97238,4.64473,4.73823,1174931.620868882,0
CDR,D,20110831,000000,4.79451,4.79451,4.59789,4.77565,883394.686327382,0
CDR,D,20110901,000000,4.71958,4.71958,4.52285,4.58846,615714.8464432213,0
CDR,D,20110902,000000,4.54162,4.60721,4.29814,4.56037,745107.843039476,0
CDR,D,20110905,000000,4.33556,4.46677,4.21387,4.21387,505945.3309331799,0
CDR,D,20110906,000000,4.20454,4.36374,4.12027,4.25139,761837.6421225303,0
CDR,D,20110907,000000,4.36374,4.41992,4.30757,4.40116,420424.9113370955,0
CDR,D,20110908,000000,4.41992,4.42935,4.30757,4.3169,269078.8261868951,0
CDR,D,20110909,000000,4.26071,4.27015,4.11094,4.11094,397329.4191211077,0
CDR,D,20110912,000000,3.83928,3.93298,3.6895,3.74569,1118139.2933626857,0
CDR,D,20110913,000000,3.93298,3.93298,3.53963,3.5583,998736.7287914457,0
CDR,D,20110914,000000,3.41794,3.5583,3.38986,3.42738,671335.242920007,0
CDR,D,20110915,000000,3.48345,3.69883,3.48345,3.69883,897534.2225617293,0
CDR,D,20110916,000000,3.82052,3.86747,3.69883,3.82052,806971.7504393578,0
CDR,D,20110919,000000,3.60524,3.6895,3.5304,3.57715,661271.5015690961,0
CDR,D,20110920,000000,3.56782,3.7176,3.53963,3.7176,429733.15935713897,0
CDR,D,20110921,000000,3.73626,3.73626,3.6239,3.65209,346275.5827372784,0
CDR,D,20110922,000000,3.5304,3.56782,3.27749,3.33368,622157.9216423837,0
CDR,D,20110923,000000,3.29626,3.32425,2.9966,3.27749,1391579.0062560174,0
CDR,D,20110926,000000,3.10887,3.41794,3.09953,3.31501,927934.174556304,0
CDR,D,20110927,000000,3.39919,3.44603,3.23998,3.23998,628456.4145599047,0
CDR,D,20110928,000000,3.17447,3.26807,3.09953,3.23998,881229.0066578833,0
CDR,D,20110929,000000,3.1838,3.38986,3.16514,3.3711,588237.0856341036,0
CDR,D,20110930,000000,3.35244,3.52087,3.30559,3.35244,611640.0697448757,0
CDR,D,20111003,000000,3.24941,3.31501,3.23065,3.24941,347865.9878354236,0
CDR,D,20111004,000000,3.1838,3.21198,3.06211,3.15571,429980.5783320753,0
CDR,D,20111005,000000,3.23065,3.42738,3.17447,3.42738,678718.1029499033,0
CDR,D,20111006,000000,3.48345,3.60524,3.38986,3.51164,824962.062653989,0
CDR,D,20111007,000000,3.58648,3.6239,3.49289,3.61467,647487.3119283835,0
CDR,D,20111010,000000,3.6239,3.93298,3.6239,3.90489,904411.0446058458,0
CDR,D,20111011,000000,3.91432,4.02668,3.86747,3.91432,944279.099678345,0
CDR,D,20111012,000000,3.88613,4.07342,3.78311,3.95174,1121332.321780004,0
CDR,D,20111013,000000,3.92355,4.00791,3.75511,3.79253,1065851.4166594367,0
CDR,D,20111014,000000,3.83005,3.85794,3.69883,3.83005,278722.05709893024,0
CDR,D,20111017,000000,3.89546,3.95174,3.73626,3.79253,644972.3947757338,0
CDR,D,20111018,000000,3.70817,3.84871,3.67075,3.82052,367080.1585186682,0
CDR,D,20111019,000000,3.86747,3.90489,3.79253,3.8768,284794.51292823843,0
CDR,D,20111020,000000,3.79253,3.83005,3.7176,3.7176,290510.6039788313,0
CDR,D,20111021,000000,3.8113,4.18578,3.75511,4.1577,1153376.642682058,0
CDR,D,20111024,000000,4.37308,4.81317,4.36374,4.81317,2763455.1129893307,0
CDR,D,20111025,000000,4.97238,4.99103,4.51352,4.61655,3077971.466647475,0
CDR,D,20111026,000000,4.64473,4.9162,4.5698,4.84126,1821193.0379585107,0
CDR,D,20111027,000000,5.10349,5.48751,5.02865,5.38448,3935402.433382777,0
CDR,D,20111028,000000,5.43123,5.44056,5.19719,5.3563,1552734.286486628,0
CDR,D,20111031,000000,5.29069,5.29069,5.08483,5.11282,1032611.7464710268,0
CDR,D,20111102,000000,4.67272,5.08483,4.62588,5.03789,3777790.437237706,0
CDR,D,20111103,000000,4.87878,5.43123,4.86945,5.27202,2743443.703386883,0
CDR,D,20111104,000000,5.42191,5.55292,5.15024,5.22518,1947758.5345819583,0
CDR,D,20111107,000000,5.24403,5.36572,5.24403,5.29069,678618.3208118703,0
CDR,D,20111108,000000,5.41257,5.50617,5.31888,5.32831,892208.0963975528,0
CDR,D,20111109,000000,5.44999,5.44999,4.9162,5.05664,1751282.4138552225,0
CDR,D,20111110,000000,4.89754,5.23461,4.79451,5.15024,1160540.5929192859,0
CDR,D,20111114,000000,5.44056,5.55292,5.19719,5.31888,1348024.103001438,0
CDR,D,20111115,000000,5.34706,5.34706,5.11282,5.22518,758293.33985194,0
CDR,D,20111116,000000,5.15024,5.42191,5.13158,5.41257,881094.6062270483,0
CDR,D,20111117,000000,5.33763,5.39382,5.22518,5.30021,887602.845271472,0
CDR,D,20111118,000000,5.29069,5.30021,5.15024,5.17843,589807.127030616,0
CDR,D,20111121,000000,5.14092,5.14092,4.63531,4.68215,1156537.089176756,0
CDR,D,20111122,000000,4.73823,4.8226,4.54162,4.6634,948843.62340115,0
CDR,D,20111123,000000,4.55104,4.61655,4.33556,4.48543,797690.9934165318,0
CDR,D,20111124,000000,4.4106,4.69149,4.40116,4.67272,638653.5381565801,0
CDR,D,20111125,000000,4.71034,4.86945,4.63531,4.8226,660411.1351747621,0
CDR,D,20111128,000000,4.97238,5.14092,4.94439,5.12225,885274.2559888401,0
CDR,D,20111129,000000,5.12225,5.15024,4.92552,4.93496,619777.404920569,0
CDR,D,20111130,000000,4.92552,5.10349,4.72901,4.72901,1450800.723367949,0
CDR,D,20111201,000000,4.87878,4.93496,4.73823,4.77565,614870.7710101977,0
CDR,D,20111202,000000,4.8226,4.89754,4.74776,4.757,326467.8101511986,0
CDR,D,20111205,000000,4.88811,4.88811,4.757,4.86945,229755.5001332902,0
CDR,D,20111206,000000,4.8226,4.86002,4.63531,4.68215,312410.7469085036,0
CDR,D,20111207,000000,4.63531,4.757,4.60721,4.71034,348504.3898818671,0
CDR,D,20111208,000000,4.70082,4.76642,4.56037,4.60721,262646.95102362975,0
CDR,D,20111209,000000,4.48543,4.68215,4.48543,4.68215,359421.3703315373,0
CDR,D,20111212,000000,4.71034,4.71034,4.5698,4.60721,222835.9143157266,0
CDR,D,20111213,000000,4.5698,4.71958,4.5698,4.60721,176277.3650691186,0
CDR,D,20111214,000000,4.60721,4.65397,4.5698,4.57913,128050.01047304584,0
CDR,D,20111215,000000,4.56037,4.65397,4.54162,4.63531,249773.01884627258,0
CDR,D,20111216,000000,4.6634,4.71034,4.57913,4.57913,207131.4276102803,0
CDR,D,20111219,000000,4.57913,4.90687,4.50419,4.62588,992793.5824675593,0
CDR,D,20111220,000000,4.65397,4.85069,4.65397,4.81317,622502.0682001213,0
CDR,D,20111221,000000,4.87878,5.01922,4.77565,4.92552,1133390.6877065753,0
CDR,D,20111222,000000,5.0099,5.06607,4.8226,4.85069,901487.8352352981,0
CDR,D,20111223,000000,4.83193,4.9162,4.79451,4.80384,398335.3859821635,0
CDR,D,20111227,000000,4.81317,4.86945,4.65397,4.76642,594227.0684717696,0
CDR,D,20111228,000000,4.74776,4.74776,4.61655,4.72901,323834.78352903435,0
CDR,D,20111229,000000,4.6634,4.86945,4.63531,4.86945,947182.9635323305,0
CDR,D,20111230,000000,4.86945,4.95362,4.79451,4.93496,476607.3459791764,0
CDR,D,20120102,000000,4.90687,5.03789,4.90687,4.94439,531139.3026032641,0
CDR,D,20120103,000000,4.92552,4.93496,4.8226,4.83193,353201.27766533586,0
CDR,D,20120104,000000,4.83193,4.87878,4.74776,4.8226,163206.92317092724,0
CDR,D,20120105,000000,4.76642,4.8226,4.71958,4.80384,168831.37756413224,0
CDR,D,20120109,000000,4.78518,4.8226,4.71034,4.80384,183043.20493929504,0
CDR,D,20120110,000000,4.8226,4.96304,4.77565,4.89754,402354.1625009937,0
CDR,D,20120111,000000,4.92552,4.99103,4.80384,4.84126,278711.87524811376,0
CDR,D,20120112,000000,4.86945,4.95362,4.83193,4.9162,281695.15753849945,0
CDR,D,20120113,000000,4.95362,4.95362,4.74776,4.80384,471094.8919449922,0
CDR,D,20120116,000000,4.71034,4.83193,4.71034,4.80384,208033.53959298058,0
CDR,D,20120117,000000,4.85069,4.95362,4.80384,4.87878,1037896.1270468673,0
CDR,D,20120118,000000,4.89754,4.94439,4.84126,4.90687,203891.56267922255,0
CDR,D,20120119,000000,4.92552,4.93496,4.85069,4.9162,215407.23595713117,0
CDR,D,20120120,000000,4.87878,4.92552,4.87878,4.90687,92406.40530594478,0
CDR,D,20120123,000000,4.89754,5.57168,4.87878,5.57168,2915272.617832489,0
CDR,D,20120124,000000,5.71222,5.80582,5.57168,5.69336,2789041.0859160535,0
CDR,D,20120125,000000,5.71222,5.71222,5.47808,5.66537,1219941.5106057313,0
CDR,D,20120126,000000,5.75897,6.07748,5.61852,5.74964,2123079.8238590728,0
CDR,D,20120127,000000,5.74022,5.87133,5.64672,5.7028,1046748.2281501623,0
CDR,D,20120130,000000,5.68413,5.69336,5.47808,5.67471,805135.9627364377,0
CDR,D,20120131,000000,5.67471,5.79649,5.6091,5.68413,631196.3506156866,0
CDR,D,20120201,000000,5.66537,5.87133,5.66537,5.7683,1017174.0242570691,0
CDR,D,20120202,000000,5.84324,5.84324,5.7028,5.74022,493393.14524174616,0
CDR,D,20120203,000000,5.75897,5.97435,5.7028,5.81515,1555946.6604204078,0
CDR,D,20120206,000000,5.81515,5.87133,5.74022,5.85257,467296.0434038911,0
CDR,D,20120207,000000,5.8621,5.89952,5.72155,5.81515,555203.088832284,0
CDR,D,20120208,000000,5.82458,6.03996,5.74022,5.87133,1675172.0607873658,0
CDR,D,20120209,000000,5.89952,5.94636,5.75897,5.75897,867600.5993347293,0
CDR,D,20120210,000000,5.75897,5.75897,5.25327,5.53426,1491533.217575145,0
CDR,D,20120213,000000,5.56244,5.67471,5.48751,5.53426,1333742.0208555604,0
CDR,D,20120214,000000,5.57168,5.69336,5.52492,5.59987,568232.8033271997,0
CDR,D,20120215,000000,5.64672,5.68413,5.39382,5.44056,875016.0412872463,0
CDR,D,20120216,000000,5.37505,5.56244,5.1691,5.49684,1193394.3709616016,0
